id,decision,exclusion_criterion,confidence,reasoning
56ZPCH43,Exclude,E2,100,"The abstract discusses IIoT security and anonymity-based privacy-preserving strategy for robot systems in fog-based IIoT, which is outside the manufacturing domain."
572Z2QKW,Exclude,E2,80,"The abstract discusses a federated learning application in the context of space security, which is outside manufacturing unless they explicitly discuss transferable models to manufacturing."
575HLE3R,Exclude,E2,100,"The abstract itself states that the application is in chemical engineering construction projects, which is outside manufacturing unless they explicitly discuss transferable models to manufacturing."
57BNTSI2,Exclude,E2,100,"The abstract discusses fog computing and task offloading in general, without any mention of manufacturing or transferable models to manufacturing."
57EFH5LT,Exclude,E2,80,"The abstract discusses an application of federated learning outside manufacturing (IoT security), but does not explicitly discuss transferable models to manufacturing."
57WXARML,Exclude,E2,100,The abstract itself explicitly states that the application is in healthcare.
59BGU88J,Exclude,E2,100,"The abstract discusses the application of Unmanned Aerial Systems (UAS) for power transmission line inspection, which is outside the manufacturing industry."
59PSK3GI,Exclude,E2,100,"The abstract discusses intrusion detection in IoT environments, which is outside the manufacturing domain."
5A33MZ8Z,Exclude,E2,80,"The abstract discusses a decentralized federated learning application in smart cities, which is outside the manufacturing industry."
5ADT647V,Exclude,E2,80,"The abstract discusses a framework for intelligent building energy consumption assessment in industrial and urban environments, which falls outside the review scope of manufacturing industries."
5AP52GAZ,Exclude,E2,80,"The abstract discusses resource management in computing, which is outside the manufacturing domain."
5B32LWAB,Exclude,E2,100,"The abstract discusses AI applications in the food industry, which is outside manufacturing."
5C7ZLYAZ,Exclude,E2,80,"The abstract discusses a Federated Learning model for intrusion detection in Edge Computing and Industrial IoT, which is outside the manufacturing domain."
5CBP4UP8,Exclude,E2,100,"The abstract discusses an intrusion detection framework for IoT devices in various industries including healthcare and smart cities, indicating a non-manufacturing application with transferable models to manufacturing."
5CFBEZH2,Exclude,E2,100,"The abstract discusses applications in healthcare and industrial automation, indicating that the FL application is outside manufacturing unless they explicitly discuss transferable models to manufacturing."
5DG2XSSU,Exclude,E2,100,The abstract discusses a general paradigm shift in AI/DS and does not mention manufacturing or any transferable models to it.
5DTBDXBE,Exclude,E2,80,"The abstract states that the application is in a manufacturing facility, but it also mentions 'centralized cloud server' which suggests data centralization."
5E4XJI24,Exclude,E5,80,The abstract describes a literature review/survey without own contribution
5E8ALEYE,Exclude,E2,80,"The abstract discusses distributed edge–cloud computing systems in innovative city development, which is outside the manufacturing industry."
5EF8ULPT,Include,,90,The abstract describes a federated learning approach specifically designed for industrial defect detection in manufacturing environments.
5ER4X4Z8,Exclude,E2,80,"The abstract states that the application is in IIoT, which is outside manufacturing unless they explicitly discuss transferable models to manufacturing."
5H4XKF9B,Include,,80,"The abstract discusses a real, applied implementation of federated learning in an industrial sector, specifically addressing communication latency and channel noise issues."
5JLFAQ8L,Exclude,E2,100,"The abstract discusses intrusion detection in network data analysis, which is outside the manufacturing industry."
5JZJSNWT,Exclude,E2,80,"The abstract discusses a Blockchain-based decentralized framework for Industry 4.0 use cases, which is outside the manufacturing domain unless they explicitly discuss transferable models to manufacturing."
5K4SAGSI,Exclude,E2,100,"The abstract discusses federated learning in the context of IIoT networks and smart factories, but it is not a manufacturing industry application."
5MC2PIWN,Exclude,E2,80,"The abstract mentions applications in manufacturing, but the main focus is on air quality prediction for smart cities, which is outside the review scope."
5MMYVF4V,Exclude,E2,100,The abstract discusses satellite-based MEC for IIoT applications outside manufacturing.
5NJTQ6RP,Exclude,E2,100,"The abstract discusses intrusion detection in the Internet of Things (IoT) ecosystem, which is outside manufacturing."
5PHMCM9N,Exclude,E2,100,"The abstract discusses a literature review/survey on explainable artificial intelligence in general, without any mention of manufacturing or transferable models to manufacturing."
5PM58E4D,Include,,80,"The abstract discusses a real applied implementation of federated learning in an industrial setting, specifically the Industrial Internet of Things (IIoT) use case."
5QEBGXPD,Exclude,E2,80,"The abstract mentions healthcare as an industry benefiting from the proposed framework, which is outside the review scope unless they explicitly discuss transferable models to manufacturing."
5RJNSLXF,Exclude,E2,100,"The abstract discusses federated learning in a smart city setup for network attack detection and classification, which is outside the manufacturing industry."
5RZDFDQW,Exclude,E2,80,"The abstract discusses FL in industry 4.0, but the focus is on formal verification and not a real-world implementation of FL in manufacturing."
5SDCXNME,Exclude,E2,80,The abstract discusses FL in IoT applications outside manufacturing.
5SPVQ2IW,Exclude,E2,100,"The abstract is about nanomedicine applications in healthcare, not manufacturing."
5VIVTSFD,Exclude,E2,100,"The abstract discusses a bibliometric analysis of adoptive cell therapy in triple-negative breast cancer, which is outside the manufacturing industry."
5W4XGCMF,Exclude,E2,100,"The abstract discusses the application of blockchain technology and quantum neural networks in agriculture, which is outside the scope of manufacturing."
5W9FXHX6,Exclude,E2,80,The abstract explicitly states that the application is in healthcare surveillance.
5WVF7ZBI,Exclude,E2,80,"The abstract discusses the application of federated learning outside manufacturing (industry operations), and does not explicitly discuss transferable models to manufacturing."
5YB85U4Q,Exclude,E2,80,"The abstract discusses a framework for adaptive batch-stream data analytics in IoT networks, which is outside the manufacturing domain."
5YIL5GTQ,Exclude,E2,100,"The abstract discusses applications in manufacturing, but it is a literature review/survey without own contribution"
5ZD9PVUD,Exclude,E2,80,"The abstract discusses federated learning in IoT environments, which is outside manufacturing unless they explicitly discuss transferable models to manufacturing"
62TCJ6XG,Exclude,E2,80,"The abstract explicitly discusses FL application in healthcare and mentions intelligent manufacturing as a sector where LLMs have transformative applications, but does not discuss transferable models to manufacturing."
63B5NNQ4,Exclude,E2,100,"The abstract discusses a federated learning application in IoT network security, which is outside the manufacturing domain."
63NYZD7B,Exclude,E2,100,"The abstract discusses IoT security using ML classifiers, which is outside the manufacturing domain."
64H7TA4E,Exclude,E2,80,"The abstract discusses UAV operations optimization using edge computing and AI algorithms, but does not mention federated learning or its application in manufacturing."
65DDBJKI,Exclude,E2,80,"The abstract discusses a Federated Learning application in the Internet of Things (IoT) domain, which is outside manufacturing."
6639PZMG,Exclude,E2,80,"The abstract mentions application to healthcare, smart cities, and industrial IoT, which are outside manufacturing unless they explicitly discuss transferable models to manufacturing."
68294HM4,Exclude,E2,100,"The abstract discusses blockchain technology for swarm robotics, which is outside the manufacturing domain."
68RJ8HHW,Include,,80,"The abstract discusses federated learning in a general sense, but then focuses on its application to manufacturing by using tensor networks and quantum-inspired principles."
69CPLI8L,Exclude,E2,100,"The abstract discusses applications of reinforcement learning in the Metaverse, which is outside manufacturing."
6B9IX6HC,Exclude,E2,80,"The abstract mentions application in fields such as healthcare, financial risk control, and intelligent manufacturing."
6C48SSQS,Exclude,E2,80,"The abstract discusses a federated governance architecture for SMEs in the context of Society 5.0 and cybersecurity, which is outside manufacturing unless they explicitly discuss transferable models to manufacturing."
6DLNEIUD,Exclude,E2,100,"The abstract discusses wireless communication systems and spectrum prediction technology, which is outside the manufacturing industry."
6EV2PJ7Z,Exclude,E2,80,The application is outside manufacturing
6G6XVX9S,Exclude,E2,100,"The abstract discusses the application of Explainable AI (XAI) and legal framework in addressing issues related to fault diagnosis of autonomous UAV systems, which is outside the manufacturing industry."
6G9SZ23T,Exclude,E2,100,"The abstract discusses a federated learning application outside manufacturing (power grid supply chain), unless they explicitly discuss transferable models to manufacturing"
6IVXL87Q,Exclude,E2,100,"The abstract discusses federated learning in the context of electric vehicles and microgrids, which is outside the manufacturing industry."
6J7QVBUM,Exclude,E2,100,"The abstract discusses IoT cybersecurity in smart cities, healthcare, and industrial automation, which is outside the manufacturing scope of the review."
6KZ4S6MQ,Exclude,E2,100,"The abstract discusses a reinforcement learning model in IoT environments, but does not mention transferable models to manufacturing."
6LBVUR9C,Exclude,E2,100,"The abstract discusses the application of ensemble machine learning methods for IoT cybersecurity, which is outside manufacturing unless they explicitly discuss transferable models to manufacturing."
6LFRZWN3,Exclude,E2,100,"The abstract discusses the application of federated learning in IoT networks to detect DDoS attacks, which is outside the manufacturing domain."
6LIJXYS9,Exclude,E2,100,"The abstract discusses IoT systems and their reliability issues, but does not mention federated learning in manufacturing."
6M4RWLJS,Include,,80,The abstract discusses the potential of federated learning in Industry 4.0 and proposes a multi-level framework for its implementation.
6PMZSERN,Exclude,E2,80,The abstract discusses FL applications outside manufacturing unless they explicitly discuss transferable models to manufacturing.
6SGHCCG5,Exclude,E2,100,"The abstract discusses a literature review/survey on industrial image anomaly detection, which is outside the scope of federated learning in manufacturing."
6TRTUSMS,Exclude,E2,80,"The abstract discusses FL in the context of CPS across various sectors including manufacturing, but focuses on its application for cybersecurity rather than a real implementation in manufacturing."
6UQETPVH,Exclude,E2,100,"The abstract discusses federated learning in the context of social media content moderation and Industry 5.0, which is outside manufacturing unless they explicitly discuss transferable models to manufacturing."
6X43DA6S,Exclude,E5,100,The abstract describes a literature review/survey without own contribution
6X4KRE5V,Exclude,E2,80,"The abstract discusses federated learning in the context of IIoT intrusion detection, which is outside manufacturing unless they explicitly discuss transferable models to manufacturing."
6X7TBGXE,Exclude,E2,80,"The abstract discusses federated learning in IIoT, which is outside manufacturing unless they explicitly discuss transferable models to manufacturing."
6YHWPKID,Exclude,E2,100,"The abstract discusses the application of IoT technologies and related regulations in various domains, but does not mention manufacturing or transferable models to manufacturing."
6YLBRS2K,Exclude,E2,80,"The abstract mentions applications outside manufacturing (healthcare, finance, etc.)"
6YLG6UUS,Exclude,E2,100,"The abstract explicitly states that the application is outside manufacturing (earth exploration and coastal monitoring), so exclusion criterion E2 applies."
73WGXRXM,Exclude,E2,80,"The abstract discusses predictive maintenance in smart manufacturing, but does not explicitly discuss transferable models to the manufacturing industry."
74VX42V2,Exclude,E2,100,"The abstract discusses a federated learning application in agriculture, which is outside the review scope of manufacturing unless they explicitly discuss transferable models to manufacturing."
755MDMKG,Exclude,E2,100,The abstract discusses a federated learning application outside manufacturing (cybersecurity) without mentioning transferable models to manufacturing.
76GYPQP2,Exclude,E2,100,"The abstract discusses a scheduling problem in manufacturing systems, but does not mention federated learning."
76U73HEM,Exclude,E2,100,"The abstract discusses a survey on blockchain-enabled intrusion detection systems in IoT and IIoT environments, which is outside the manufacturing domain."
78UVWHIL,Exclude,E2,100,"The abstract discusses federated learning as one of several approaches to balance robust security with optimal performance in IoT ecosystems, but it is a literature review/survey without own contribution and the application is outside manufacturing."
78W252KB,Exclude,E2,80,The abstract discusses FL application outside manufacturing (healthcare is not explicitly mentioned but the context suggests it's related to mobile AI security and on-device intelligence which is more relevant to healthcare or finance rather than manufacturing)
78ZW3WB7,Exclude,E2,100,The abstract explicitly states that the application is in healthcare (IoT-ecosystem) and does not discuss transferable models to manufacturing.
7AJK687B,Exclude,E5,100,The abstract describes a literature review/survey without own contribution
7CCRR6RU,Exclude,E2,100,"The abstract discusses Green AI in general, without any mention of manufacturing or transferable models to manufacturing."
7DT5ZU9H,Exclude,E2,100,"The abstract discusses IoMT devices in healthcare, which is outside the review scope of manufacturing."
7EHGZURW,Include,,80,"The abstract discusses federated learning in the context of Industrial Internet of Things (IIoT) and manufacturing, which is relevant to the review's focus on real-world implementations of FL in manufacturing."
7GGF3HZQ,Exclude,E2,80,"The abstract discusses a Federated Edge Knowledge Distillation framework for IoT networks, which is outside the manufacturing industry."
7GKI8GF5,Exclude,E2,80,The abstract discusses federated learning application outside manufacturing (healthcare) unless they explicitly discuss transferable models to manufacturing
7GVUUJV2,Exclude,E2,100,"The abstract itself provides clear evidence for E2: FL application outside manufacturing (healthcare, finance, etc.)"
7HUMBYEK,Include,,80,"The abstract discusses federated learning in manufacturing, specifically for predictive maintenance applications."
7HYIR8H8,Exclude,E2,100,"The abstract discusses AI workflows and edge devices, but does not mention manufacturing or transferable models to manufacturing."
7HZVDDKU,Exclude,E2,80,"The abstract discusses a blockchain-assisted safe data-sharing mechanism for the Industrial Internet of Things (IIoT) in industry, which is outside the review scope of federated learning in manufacturing."
7I42W4ZX,Exclude,E2,80,The abstract discusses an application outside manufacturing (healthcare is not mentioned but the focus on 5G radio manufacturing and Ericsson AB’s production line suggests it is in a different industry)
7KVJK3MG,Exclude,E2,100,"The abstract discusses federated learning in a clinical trial context, which is outside the manufacturing industry."
7KYBJ763,Include,,80,The abstract discusses a federated learning method for personalized manufacturing service composition recommendation in an industrial Internet platform.
7LMUBFN2,Exclude,E2,80,"The abstract discusses federated learning in smart grids, which is outside the manufacturing industry."
7LN3M5NV,Exclude,E2,100,"The abstract discusses film and television script creation, which is outside manufacturing."
7M44E832,Exclude,E2,100,"The abstract discusses Wire Arc Additive Manufacturing (WAAM) and its applications across various industries, but does not mention federated learning or transferable models to manufacturing."
7MELZFN2,Exclude,E2,100,"The abstract discusses Industry 5.0 in general, without any mention of federated learning or its application to manufacturing."
7MF3IPHD,Exclude,E2,100,"The abstract discusses a blockchain-based system for pandemic alerting and monitoring in healthcare, which is outside the manufacturing domain."
7Q6G3EUU,Exclude,E2,100,"The abstract discusses predictive methods and cybersecurity frameworks in Industry 4.0 manufacturing systems, which is outside the scope of federated learning in manufacturing."
7QDSEDDL,Exclude,E2,80,"The abstract discusses federated data exchange in the context of smart cities, which is outside manufacturing unless they explicitly discuss transferable models to manufacturing."
7QF737CS,Exclude,E2,100,"The abstract discusses rehabilitation framework for aging concrete infrastructure, which is outside the scope of manufacturing."
7QX8DMMM,Exclude,E2,80,The abstract discusses FL application outside manufacturing (healthcare and industrial automation) unless they explicitly discuss transferable models to manufacturing
7T799ZFR,Exclude,E5,100,The abstract describes a literature review/survey without own contribution
7UPRWUX3,Exclude,E2,100,The abstract discusses DDI systems and their applications outside manufacturing.
7VAIU7XZ,Exclude,E2,100,"The abstract discusses blockchain technology in cloud computing, which is outside the manufacturing domain."
7WBD45KG,Exclude,E2,80,"The abstract discusses a Hybrid Cloud-Edge architecture for IoT data processing, which is outside the manufacturing domain."
7X3P7VM9,Exclude,E2,100,"The abstract discusses electric vehicles in the context of smart grids and cybersecurity, which is outside the manufacturing industry."
