id,decision,exclusion_criterion,confidence,reasoning
3AEYU2LJ,Exclude,E2,100,"The abstract focuses solely on data spaces in general (e.g., IDS-RAM, Gaia-X) without mentioning federated learning or manufacturing applications."
3B4C2K2C,Exclude,E2,95,"The abstract discusses federated learning applications only indirectly (e.g., generative models for data augmentation) but focuses primarily on image-based Smart Digital Twins across domains like medicine and engineering without explicit mention of manufacturing or transferable FL models to it."
3B4N2A6I,Exclude,E2,95,"The abstract focuses on AI in Human-Robot Interaction (HRI) for robotic decision-making using RAG and Transformers, with no mention of federated learning or distributed model training across manufacturing nodes."
3D763AVG,Exclude,E2,100,"The abstract focuses on cybersecurity for IoT, Industry 5.0, and smart grids without explicit mention of manufacturing applications or transferable models to manufacturing."
3ER8TQF6,Exclude,E2,100,The abstract focuses on sensor data recovery using autoencoders for missing or corrupted values but does not mention federated learning (FL) or manufacturing applications.
3GFG46MS,Include,,95,The abstract explicitly discusses federated learning for product defect detection in manufacturing (social manufacturing).
3J4WCN7B,Exclude,E2,100,"The abstract focuses entirely on Wireless Sensor Networks (WSNs) for military/civilian security applications and intrusion detection, with no mention of federated learning or manufacturing industries."
3J7Z78H2,Exclude,E5,100,The abstract explicitly states it is a literature review/survey ('This review presents...') without describing an original implementation of federated learning in manufacturing.
3JBJKKI9,Exclude,E2,100,The abstract focuses on consumer electronics and IoT ecosystems without any mention of manufacturing or federated learning applications.
3JNBH44M,Include,,98,"The abstract explicitly focuses on federated learning in Industrial Internet of Things (IIoT), which is a manufacturing context."
3JQ83E28,Exclude,E5,90,The abstract describes a literature synthesis and conceptual framework without any original implementation or application of federated learning in manufacturing.
3KAIZA5P,Include,,95,"The abstract explicitly discusses federated learning (FL) applied to fault diagnosis in permanent magnet synchronous motors for smart manufacturing, which falls within the scope of FL implementations in manufacturing industries."
3KFSY2GU,Include,,95,The abstract explicitly mentions federated learning as part of the AI-driven framework for heterogeneous IIoT systems in manufacturing contexts.
3L2Q2PAL,Exclude,E2,95,The abstract focuses on transportation (vehicular) and robotics applications without explicit mention of manufacturing or transferable models to it.
3MIXZYQX,Exclude,E2,100,The abstract focuses on adaptive learning frameworks for digital transformation in manufacturing but does not mention federated learning (FL) or distributed model training.
3MKWPQ9A,Exclude,E2,100,"The abstract explicitly focuses on federated learning applications in healthcare, which is outside the scope of manufacturing."
3N52CEQW,Exclude,E5,90,The abstract explicitly describes a literature review/survey without introducing an original FL implementation in manufacturing.
3NA4HRIP,Exclude,E2,100,"The abstract explicitly focuses on military UAV swarms and blockchain security, with no mention of manufacturing or federated learning applications in industrial contexts."
3NQATZ2K,Exclude,E5,100,The abstract explicitly describes a literature review/survey without presenting original research or applied implementation of federated learning.
3NR3BL4V,Exclude,E2,100,"The abstract explicitly focuses on healthcare applications of federated learning (e.g., COVID-19 diagnosis across hospitals and chronic heart disease prediction), with no mention of manufacturing or transferable models to that domain."
3QCJW2ZN,Exclude,E2,95,"The abstract focuses on intrusion detection systems for in-vehicle buses, which is outside manufacturing industries."
3R5Q3CEG,Exclude,E5,100,The abstract explicitly describes a literature review/survey without presenting original contributions or applied implementations of federated learning.
3SEVF3Q5,Exclude,E2,100,"The abstract focuses on AI-driven approaches for Battery Thermal Management Systems in electric vehicles, which is outside the manufacturing industry scope."
3T28EMM5,Exclude,E2,100,"The abstract explicitly focuses on federated learning applications in healthcare (Heart Disease and Breast Cancer datasets), with no mention of manufacturing or transferable models to that domain."
3V495KCY,Exclude,E5,100,The abstract describes a literature review/survey without presenting original empirical or applied FL implementation in manufacturing.
3VTVX7KT,Exclude,E5,95,The abstract describes a conceptual framework for AI-human communication without any explicit mention of federated learning (FL) or its implementation in manufacturing.
3XX42HSH,Exclude,E2,100,The abstract focuses on blockchain and counterfeit detection in the garment industry without mentioning federated learning or manufacturing applications of FL.
3ZNZI24I,Exclude,E2,100,"The abstract focuses on cybersecurity in CPS/IIoT using deep learning and encryption, with no mention of federated learning or manufacturing-specific FL applications."
44ISBVAT,Exclude,E2,100,"The abstract focuses on cybersecurity threats (DDoS attacks) in IoT environments and healthcare-like applications (e-commerce, banking), with no mention of manufacturing or transferable models to it."
44N786HD,Exclude,E2,100,"The abstract focuses on federated trust management in 5G/6G networks with quantum-era security threats, explicitly mentioning blockchain-based systems and post-quantum cryptography, but does not mention manufacturing or any transferable application to it."
45B77XVJ,Exclude,E2,100,"The abstract explicitly focuses on intrusion detection systems in cybersecurity, which is outside the manufacturing domain."
48GIQUWN,Exclude,E2,100,"The abstract focuses on adversarial attacks in IoT network security for general Industry 4.0 applications, with no explicit mention of federated learning or manufacturing-specific implementations."
48UIHVFJ,Include,,95,"The abstract explicitly discusses federated learning in industrial IoT and manufacturing contexts (e.g., 'industrial IoT,' 'clients process data locally' in manufacturing scenarios)."
48ZYDTJZ,Exclude,E2,100,The abstract focuses on server performance anomaly detection without any mention of manufacturing or federated learning applications.
4B7YECQB,Exclude,E2,100,The abstract focuses on logistics networks and cyber-physical systems but does not mention federated learning (FL) or its application in manufacturing.
4BAKJUXV,Exclude,E2,100,"The abstract explicitly focuses on cybersecurity for airports using Digital Twins, Generative AI, and Machine Learning, with no mention of federated learning or manufacturing applications."
4BWNRBJM,Exclude,E2,100,"The abstract focuses on federated learning for lightweight authentication in IoT systems using physical layer attributes, explicitly mentioning a harsh industrial environment but not manufacturing processes or models directly applicable to manufacturing industries."
4BZ8BBQE,Exclude,E2,100,"The abstract explicitly focuses on cybersecurity in smart cities (IoV, EV charging networks, VANETs), which is outside manufacturing."
4EY4QWCA,Exclude,E2,100,"The abstract explicitly focuses on cybersecurity applications, which are outside manufacturing."
4FBSG7NP,Include,,100,The abstract explicitly mentions Industrial IoT (IIoT) as an application scenario for federated learning in manufacturing contexts.
4FPGZMH3,Exclude,E5,100,The abstract explicitly states it is a systematic literature review (SLR) without introducing its own implementation or contribution.
4GDX64AJ,Include,,98,The abstract explicitly focuses on federated learning in smart manufacturing with anomaly detection using edge computing.
4J4EEP2K,Exclude,E2,95,The abstract focuses on 6G wireless networks and neuromorphic computing without any explicit mention of manufacturing applications or transferable models to manufacturing.
4KLE3W56,Exclude,E2,95,The abstract focuses on supply chain coordination and inter-organizational knowledge flow without explicit mention of federated learning or manufacturing-specific applications.
4KRI39WG,Exclude,E2,100,"The abstract focuses on AI and 6G communication networks in general, with no mention of manufacturing or federated learning applications in industrial contexts."
4LEPAMPV,Exclude,E2,100,"The abstract explicitly focuses on federated learning in e-learning platforms, not manufacturing industries."
4LFGAPQC,Exclude,E2,100,"The abstract explicitly discusses federated learning applied to an international revenue share fraud task in telecom analytics, which is outside the manufacturing domain."
4M5ZGUJ4,Exclude,E2,100,"The abstract explicitly focuses on smart homes and energy prediction for 6G networks, which is outside manufacturing."
4M9K568Y,Exclude,E2,100,The abstract focuses on cybersecurity frameworks for high-speed trains and does not mention federated learning or manufacturing applications.
4MDJGQEP,Exclude,E2,100,"The abstract focuses on malware detection in Android-based IoT devices using a traditional machine learning approach (Random Forest), with no mention of federated learning or manufacturing applications."
4NKRHVZL,Exclude,E2,100,"The abstract focuses entirely on wireless sensor networks for applications like healthcare, agriculture, military surveillance, and environmental monitoring—none of which are manufacturing contexts."
4NS62PG3,Exclude,E2,95,The abstract focuses on AGV scheduling and energy optimization in smart manufacturing but does not mention federated learning (FL) or decentralized model training.
4QGK3K5L,Exclude,E2,95,The abstract does not mention manufacturing or transferable models to manufacturing; it focuses on a generic multi-center federated learning framework without domain-specific application.
4S5W5KAH,Exclude,E2,95,"The abstract explicitly mentions applications like healthcare (wearable devices) and autopilot, which are outside manufacturing."
4T5I4QMZ,Exclude,E2,100,"The abstract focuses exclusively on vehicular data (CAN bus) in transportation, with no mention of manufacturing or transferable models to that domain."
4T9G6G2T,Exclude,E2,100,"The abstract focuses on cloud manufacturing service evaluation and resource selection, not federated learning implementations."
4UGBIT8Z,Exclude,E2,95,"The abstract focuses on wireless communication, edge computing, and resource allocation in cybertwin-enabled networks without any mention of federated learning or manufacturing applications."
4WPZLQL4,Exclude,E5,100,The abstract explicitly describes a literature review/survey without presenting original research or applied implementation of federated learning.
4X4PPHD4,Exclude,E2,95,The abstract focuses on collaborative condition monitoring in manufacturing but does not mention federated learning (FL) or model sharing without centralizing data.
52GHRF9H,Include,,95,"The abstract explicitly discusses federated learning in an industrial manufacturing context (real-time manufacturing, fault classification)."
53NFSG9J,Exclude,E2,95,The abstract focuses on IoT networks for smart city and general industrial IoT applications without explicit mention of manufacturing-specific use cases or transferable models to manufacturing.
56ZPCH43,Exclude,E2,100,"The abstract focuses on IIoT security and privacy-preserving strategies for robot systems in fog-based architectures, with no mention of federated learning or manufacturing-specific applications."
572Z2QKW,Exclude,E2,100,"The abstract explicitly focuses on space security and low earth orbit invasion detection, which is outside the manufacturing domain."
575HLE3R,Exclude,E2,100,The abstract explicitly focuses on chemical engineering construction projects without any mention of federated learning or transferable models to manufacturing.
57BNTSI2,Exclude,E2,100,"The abstract focuses on fog computing and task offloading using reinforcement learning (DQL), with no mention of federated learning or manufacturing applications."
57EFH5LT,Exclude,E2,95,The abstract focuses on intrusion detection in IoT environments without explicit mention of manufacturing applications or transferable models to manufacturing.
57WXARML,Exclude,E2,100,"The abstract explicitly focuses on blockchain and AI in healthcare, with no mention of manufacturing or transferable models to it."
59BGU88J,Exclude,E2,100,"The abstract focuses on power transmission lines and inspection methods using UAS/blockchain/deep learning, with no mention of federated learning or manufacturing applications."
59PSK3GI,Exclude,E2,100,"The abstract focuses solely on IoT cybersecurity in smart cities, with no mention of manufacturing or federated learning."
5A33MZ8Z,Exclude,E2,100,The abstract explicitly focuses on smart cities and IIoT applications outside manufacturing industries.
5ADT647V,Exclude,E2,100,"The abstract focuses on energy management in buildings, which is outside the manufacturing domain."
5AP52GAZ,Exclude,E2,100,The abstract focuses on general computing and distributed environments without any mention of manufacturing or federated learning applications.
5B32LWAB,Exclude,E5,100,The abstract explicitly states it is a literature review/survey without original contributions or applied implementations of federated learning.
5C7ZLYAZ,Include,,95,"The abstract describes a federated learning application in an industrial IoT/edge computing context, which is directly relevant to manufacturing cybersecurity and distributed systems."
5CBP4UP8,Exclude,E2,100,"The abstract focuses on intrusion detection in IoT environments for cybersecurity, with applications in smart cities, healthcare, industrial automation, and autonomous vehicles, but does not mention federated learning or manufacturing-specific implementations."
5CFBEZH2,Include,,90,"The abstract mentions 'industrial automation' as one of the cross-domain applications, which is within manufacturing."
5DG2XSSU,Exclude,E5,100,The abstract describes a conceptual discussion on Trans-AI/DS paradigms without any mention of original research or applied implementation in federated learning.
5DTBDXBE,Include,,95,The abstract explicitly discusses federated learning in manufacturing (industrial automation systems and factories) without mentioning applications outside this domain.
5E4XJI24,Exclude,E5,100,The abstract explicitly states it is a review and comparative analysis of FL frameworks and challenges without presenting original applied implementations in manufacturing.
5E8ALEYE,Exclude,E2,100,"The abstract focuses on distributed edge–cloud computing systems for smart city infrastructure and IoT applications, with no mention of manufacturing or transferable models to it."
5EF8ULPT,Include,,98,The abstract explicitly focuses on federated learning in industrial defect detection within distributed manufacturing environments.
5ER4X4Z8,Include,,95,"The abstract explicitly focuses on federated learning in the context of Industrial Internet of Things (IIoT) and manufacturing equipment, which falls within the scope of manufacturing industries."
5H4XKF9B,Include,,95,The abstract explicitly discusses federated learning (FL) applied to manufacturing contexts such as predictive maintenance and product quality optimization in Industry 4.0.
5JLFAQ8L,Exclude,E2,100,"The abstract focuses on intrusion detection systems for cybersecurity using machine learning models (J48, ExtraTreeClassifier, KNN) and optimization techniques, with no mention of federated learning or manufacturing applications."
5JZJSNWT,Include,,95,"The abstract explicitly discusses Industry 4.0 use cases (predictive maintenance and product visual inspection), which are directly applicable to manufacturing."
5K4SAGSI,Include,,95,The abstract describes a federated learning application explicitly in the context of smart factories (manufacturing) for anomaly detection in blockchain-based IIoT networks.
5MC2PIWN,Exclude,E2,100,"The abstract explicitly focuses on air quality prediction for smart cities, which is outside the manufacturing domain."
5MMYVF4V,Include,,95,The abstract discusses federated learning (FL) integrated into a satellite-assisted MEC system for IIoT applications in manufacturing contexts (Industrial Internet of Things).
5NJTQ6RP,Exclude,E2,100,"The abstract focuses on intrusion detection in IoT ecosystems using deep learning and genetic algorithms, with no mention of federated learning or manufacturing applications."
5PHMCM9N,Exclude,E5,100,The abstract describes a literature review/survey without any original contribution or applied implementation of federated learning in manufacturing.
5PM58E4D,Include,,95,The abstract describes an Industrial Internet of Things (IIoT) use case in manufacturing involving decentralized nodes with radar sensors for human localization in a workplace shared with robots.
5QEBGXPD,Exclude,E2,95,The abstract explicitly mentions healthcare and manufacturing as industries but focuses on a privacy-aware image classification framework that does not describe federated learning (FL) or its application in manufacturing specifically.
5RJNSLXF,Exclude,E2,100,"The abstract explicitly focuses on network attacks detection in smart cities, which is outside manufacturing."
5RZDFDQW,Include,,95,The abstract explicitly discusses federated learning in Industrial Cyber–Physical Systems (ICPS) for Industry 4.0 manufacturing contexts.
5SDCXNME,Include,,95,"The abstract explicitly discusses federated learning in an industrial IoT (IIoT) context with multi-parameter sensing and machine equipment, which falls within manufacturing."
5SPVQ2IW,Exclude,E2,100,"The abstract explicitly focuses on nanomedicine applications of AI/ML in nanoparticle synthesis, which is outside the manufacturing domain."
5VIVTSFD,Exclude,E5,100,The abstract explicitly describes a bibliometric literature review/survey without any original contribution or implementation of federated learning.
5W4XGCMF,Exclude,E2,100,The abstract focuses on Agriculture-Internet of Things (Agri-IoT) and does not mention manufacturing or federated learning applications in manufacturing.
5W9FXHX6,Exclude,E2,100,"The abstract explicitly states the application is in healthcare surveillance, which falls outside manufacturing."
5WVF7ZBI,Include,,95,The abstract explicitly mentions a Federated Learning-Based Predictive Maintenance Model (FedPM) applied to industrial time-series datasets in manufacturing contexts.
5YB85U4Q,Exclude,E2,95,The abstract focuses on general IoT networks and edge-cloud analytics without explicit mention of federated learning or manufacturing applications.
5YIL5GTQ,Exclude,E5,100,The abstract explicitly states this is a literature review/survey without original contribution.
5ZD9PVUD,Exclude,E2,100,"The abstract focuses on federated learning for DDoS attack detection in B5G/IoT networks using SIP protocols, which is outside the manufacturing domain."
62TCJ6XG,Exclude,E2,100,The abstract explicitly focuses on federated learning in healthcare (IoT-driven healthcare systems) without any mention of transferable models or applications to manufacturing.
63B5NNQ4,Exclude,E2,100,The abstract focuses on IoT network security using ML for anomaly detection without any mention of federated learning or manufacturing applications.
63NYZD7B,Exclude,E2,100,"The abstract focuses on IoT security using ML classifiers in sectors like healthcare (hospitals), transportation, and general infrastructure, with no mention of manufacturing or federated learning."
64H7TA4E,Exclude,E2,95,"The abstract focuses on UAV operations in domains like precision agriculture, emergency management, infrastructure inspection, and monitoring—none of which are manufacturing industries."
65DDBJKI,Exclude,E2,100,"The abstract focuses on cybersecurity for IoT networks with federated learning applied to intrusion detection systems (IDS), which is outside the manufacturing domain."
6639PZMG,Include,,85,"The abstract mentions industrial IoT as an application domain, which overlaps with manufacturing, and does not explicitly exclude it."
68294HM4,Exclude,E2,100,"The abstract focuses on swarm robotics and drones, which is outside the scope of manufacturing industries."
68RJ8HHW,Exclude,E2,95,The abstract does not mention manufacturing as an application domain or discuss transferable models to manufacturing.
69CPLI8L,Exclude,E5,100,The abstract explicitly states it is a literature review/survey without original empirical or applied contributions to federated learning in manufacturing.
6B9IX6HC,Include,,90,The abstract explicitly mentions 'intelligent manufacturing' as one of the application fields where this federated learning approach holds potential.
6C48SSQS,Exclude,E2,95,The abstract focuses on cybersecurity governance for SMEs using federated learning and blockchain but does not explicitly mention manufacturing as an application domain.
6DLNEIUD,Exclude,E2,100,"The abstract explicitly focuses on spectrum prediction for wireless communication systems, which is outside the manufacturing domain."
6EV2PJ7Z,Exclude,E2,100,"The abstract explicitly states that federated learning is applied in parking management, which is outside manufacturing."
6G6XVX9S,Exclude,E2,100,"The abstract focuses on UAVs (Unmanned Aerial Vehicles) in defense, logistics, and infrastructure inspection, with no mention of manufacturing or federated learning applications in that domain."
6G9SZ23T,Exclude,E2,100,"The abstract explicitly focuses on carbon emission accounting for the power grid supply chain, which is outside manufacturing industries."
6IVXL87Q,Exclude,E2,100,"The abstract explicitly focuses on power systems and microgrids with V2X technology, which is outside manufacturing."
6J7QVBUM,Exclude,E5,100,The abstract explicitly states it is a survey without original contribution or applied implementation of FL in manufacturing.
6KZ4S6MQ,Exclude,E2,100,"The abstract focuses on Zigbee networks in IoT for key management and security using reinforcement learning, with no mention of federated learning or manufacturing applications."
6LBVUR9C,Exclude,E2,100,The abstract focuses on IoT cybersecurity and anomaly detection using ensemble machine learning but does not mention federated learning or manufacturing applications.
6LFRZWN3,Exclude,E2,100,The abstract focuses on IoT security (DDoS detection) with no mention of manufacturing or federated learning applications.
6LIJXYS9,Exclude,E5,100,The abstract explicitly states it is a comprehensive review/survey without original contributions or applied implementations of federated learning.
6M4RWLJS,Include,,95,The abstract explicitly discusses federated learning applications in Industry 4.0 and smart manufacturing units like predictive maintenance and fault detection.
6PMZSERN,Exclude,E5,100,"The abstract explicitly states it is a survey ('thorough assessment', 'investigate and evaluate', 'discuss') without presenting original FL implementation or empirical contribution."
6SGHCCG5,Exclude,E5,100,"The abstract explicitly states it is a comprehensive review/survey of deep learning-based image anomaly detection techniques in manufacturing, with no original implementation or contribution."
6TRTUSMS,Exclude,E5,95,The abstract explicitly describes a systematic review without original contributions or applied implementations of FL in manufacturing.
6UQETPVH,Exclude,E2,100,"The abstract explicitly focuses on obscene image classification for content moderation in social media, which is unrelated to manufacturing industries."
6X43DA6S,Exclude,E5,100,The abstract explicitly states it is a survey without introducing its own contribution to applied FL implementations in manufacturing.
6X4KRE5V,Include,,95,The abstract explicitly focuses on federated learning in the manufacturing sector using IIoT for intrusion detection.
6X7TBGXE,Include,,95,"The abstract explicitly discusses federated learning (FL) applied to Industrial Internet of Things (IIoT) in smart factories, which falls under manufacturing."
6YHWPKID,Exclude,E5,100,The abstract describes a literature review/survey without presenting original research or implementation of federated learning in manufacturing.
6YLBRS2K,Exclude,E2,95,"The abstract explicitly mentions applications in healthcare, finance, and industrial IoT without focusing on manufacturing-specific implementations or transferable models to manufacturing."
6YLG6UUS,Exclude,E2,100,"The abstract explicitly focuses on earth exploration and coastal monitoring, which is outside the manufacturing domain."
73WGXRXM,Exclude,E5,100,The abstract explicitly states it is a literature review without original empirical or applied FL implementation.
74VX42V2,Exclude,E2,100,"The abstract explicitly focuses on agriculture, which is outside the manufacturing scope of this review."
755MDMKG,Exclude,E2,100,The abstract focuses on cybersecurity for IoT networks using deep learning (CNN-BiLSTM) and does not mention federated learning or manufacturing applications.
76GYPQP2,Exclude,E5,95,"The abstract describes a literature review and development of evolutionary algorithms with reinforcement learning variants for scheduling in manufacturing, but it does not explicitly mention federated learning (FL) or its application."
76U73HEM,Exclude,E5,100,The abstract explicitly describes this as a literature review/survey without original empirical or applied FL implementation.
78UVWHIL,Exclude,E5,100,The abstract explicitly states it is a survey without original contribution or applied implementation of federated learning in manufacturing.
78W252KB,Exclude,E2,95,"The abstract focuses solely on multi-modal models for mobile AI (e.g., Apple’s MM1) and quantum-resistant security in consumer/device contexts, with no mention of manufacturing applications or transferable models to manufacturing industries."
78ZW3WB7,Exclude,E2,100,The abstract explicitly focuses on the internet of medical things (IoMT) ecosystem and malware detection in healthcare IoT devices.
7AJK687B,Exclude,E5,100,The abstract explicitly describes SARBOLD-LLM as a literature review and survey tool without contributing its own implementation or empirical study of federated learning in manufacturing.
7CCRR6RU,Exclude,E5,100,The abstract explicitly states it is a review article with no original contribution or applied implementation of federated learning.
7DT5ZU9H,Exclude,E2,100,"The abstract explicitly focuses on IoMT (Internet of Medical Things) devices in healthcare, which is outside the manufacturing domain."
7EHGZURW,Include,,95,"The abstract explicitly discusses federated learning (FL) in the context of wafer manufacturing (anomaly detection), which falls within the scope of manufacturing industries."
7GGF3HZQ,Exclude,E2,95,"The abstract explicitly mentions industrial automation as one application but focuses primarily on healthcare monitoring and real-time traffic prediction, which are outside manufacturing."
7GKI8GF5,Exclude,E2,100,"The abstract explicitly focuses on brain age prediction from neuroimaging data in healthcare, with no mention of manufacturing applications or transferable models to manufacturing."
7GVUUJV2,Exclude,E5,95,The abstract describes a literature review/survey using bibliometric and content analysis without presenting original FL implementations or contributions.
7HUMBYEK,Include,,95,"The abstract explicitly discusses federated learning (FL) applications in manufacturing for predictive maintenance (PM), asset management, and remaining useful life estimation using industrial datasets like CMAPSS."
7HYIR8H8,Exclude,E2,95,The abstract focuses on AI workflows for scientific research and edge devices without any mention of manufacturing or federated learning applications in that domain.
7HZVDDKU,Exclude,E2,100,The abstract focuses on blockchain-assisted secure data-sharing in industrial IoT without mentioning federated learning (FL) or its application in manufacturing.
